Matchup,Best Strategy for abbasid_dynasty,Best Strategy for ayyubids,Best Strategy for byzantines,Best Strategy for chinese,Best Strategy for delhi_sultanate,Best Strategy for english,Best Strategy for french,Best Strategy for holy_roman_empire,Best Strategy for japanese,Best Strategy for jeanne_darc,Best Strategy for malians,Best Strategy for mongols,Best Strategy for order_of_the_dragon,Best Strategy for ottomans,Best Strategy for rus,Best Strategy for zhu_xis_legacy
"abbasid_dynasty vs abbasid_dynasty","Fast Feudal, 2 TC rush with camel archers (use House of Wisdom eco bonus; watch for early camel pressure; if uncontested, tech to Castle Age for Scholars)",,,,,,,,,,,,,,"Fast Feudal, 2 TC rush with camel archers (use House of Wisdom eco bonus; watch for early camel pressure; if uncontested, tech to Castle Age for Scholars)",
"ottomans vs zhu_xis_legacy",,,,,,,,,,,,,,"Fast Castle with Mehmed II, gunpowder dominance with Janissaries (watch for early cavalry; if pressured, add spears)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Janissaries; if no early push, dynasty with siege)"
"rus vs abbasid_dynasty",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (tap into hunting bonus; watch for Abbasid camels; if no boom, hunt with boyars)","2 TC boom, camels vs horse archers (use House of Wisdom bonus; watch for early archers; if no archers, add siege rams)",,,,,,,,,,,,,
"rus vs ayyubids",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (exploit hunting bonus; watch for Ayyubid horsemen; if no horsemen, hunt with boyars)",,"Rush horsemen, kill hunters (strike fast; watch for horse archers; if no archers, mass Mamluks with siege)",,,,,,,,,,,,
"rus vs byzantines",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (tap into hunting bonus; watch for Byzantine cataphracts; if no cavalry, hunt with boyars)",,,"Cistern boom, counter archers with cataphracts (watch for horse archers; if no archers, cavalry with siege)",,,,,,,,,,,
"rus vs chinese",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (exploit hunting bonus; watch for Nest of Bees; if no scouts, hunt with boyars)",,,,"Fast Feudal, Nest of Bees with boom (watch for horse archers; if no archers, fast Feudal with fire lancers)",,,,,,,,,,
"rus vs delhi_sultanate",,,,,,,,,,,,,,,"Horse archer rush, counter war elephants (tap into hunting bonus; watch for elephants; if no elephants, hunt with boyars)",,,,,"Elephant rush, deny hunters (watch for horse archers; if no archers, fast Castle with towers)",,,,,,,,
"rus vs english",,,,,,,,,,,,,,,"Horse archer rush, harass farms (exploit hunting bonus; watch for longbowmen; if no longbows, hunt with knights)",,,,,,"Longbowmen with towers, deny hunters (watch for horse archers; if no archers, turtle with boom)",,,,,,,
"rus vs french",,,,,,,,,,,,,,,"Horse archer rush, counter knights (tap into hunting bonus; watch for knights; if no knights, hunt with boyars)",,,,,,,"Fast knights rush, harass hunters (watch for horse archers; if no archers, fast Castle with trade posts)",,,,,,
"rus vs holy_roman_empire",,,,,,,,,,,,,,,"Horse archer rush, deny relics (exploit hunting bonus; watch for prelate infantry; if no relics, hunt with boyars)",,,,,,,,"Infantry with boom, counter archers (watch for horse archers; if no archers, boom with crossbowmen)",,,,,
"rus vs japanese",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (tap into hunting bonus; watch for samurai; if no samurai, hunt with boyars)",,,,,,,,,"Fast samurai rush, harass hunters (watch for horse archers; if no archers, mass samurai with monks)",,,,
"rus vs jeanne_darc",,,,,,,,,,,,,,,"Horse archer rush, harass eco (exploit hunting bonus; watch for knight conversions; if no knights, hunt with monks)",,,,,,,,,,"Fast knights rush, convert horse archers with inspiration (watch for horse archers; if no archers, convert with boom)",,,
"rus vs malians",,,,,,,,,,,,,,,"Horse archer rush, deny cattle (tap into hunting bonus; watch for Musofadi; if no rush, hunt with boyars)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for horse archers; if no rush, mass infantry with cattle)",,
"rus vs mongols",,,,,,,,,,,,,,,"Horse archer rush, counter Mangudai (exploit hunting bonus; watch for Mangudai; if no Mangudai, hunt with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for horse archers; if no archers, expand trade with steppes)",
"rus vs order_of_the_dragon",,,,,,,,,,,,,,,"Horse archer rush, counter knights (tap into hunting bonus; watch for siege units; if no knights, hunt with boyars)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for horse archers; if no archers, siege with boom)",
"rus vs ottomans",,,,,,,,,,,,,,,"Horse archer rush, disrupt hunting with strong mobility (watch for Janissaries; if countered, add spears to defend)",,,,,,,,,,,,,,"Janissaries with archers, counter horse archers (watch for horse archers; if countered, add spears to defend)",,
"rus vs zhu_xis_legacy",,,,,,,,,,,,,,,"Horse archer rush, harass eco (tap into hunting bonus; watch for cavalry rush; if no rush, hunt with boyars)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for horse archers; if no rush, dynasty with siege)"
"zhu_xis_legacy vs abbasid_dynasty",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Abbasid camels; if no rush, dynasty with siege)","Fast Feudal, camel archers with House of Wisdom boost (watch for cavalry rush; if no rush, boom with 2 TCs and spears)",,,,,,,,,,,,,
"zhu_xis_legacy vs ayyubids",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Ayyubid horsemen; if no rush, dynasty with siege)",,"Rush horsemen, harass eco (move fast; watch for cavalry rush; if no rush, mass Mamluks with archers)",,,,,,,,,,,,
"zhu_xis_legacy vs byzantines",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Byzantine cataphracts; if no rush, dynasty with siege)",,,"Rush cataphracts, harass eco (watch for cavalry rush; if no rush, cistern boom with archers)",,,,,,,,,,,
"zhu_xis_legacy vs chinese",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Nest of Bees; if no rush, dynasty with siege)",,,,"Rush scouts, harass eco (watch for cavalry rush; if no rush, fast Feudal with fire lancers)",,,,,,,,,,
"zhu_xis_legacy vs delhi_sultanate",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for war elephants; if no rush, dynasty with siege)",,,,,"Fast Feudal, war elephant push (watch for cavalry rush; if no rush, fast Castle with towers)",,,,,,,,
"zhu_xis_legacy vs english",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for longbowmen; if no rush, dynasty with siege)",,,,,,"Mass longbowmen, harass eco (watch for cavalry rush; if no rush, longbows with knights)",,,,,,,
"zhu_xis_legacy vs french",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for knights; if no rush, dynasty with trade posts)",,,,,,,"Fast knights rush, secure trade (watch for cavalry rush; if no rush, knights with trade posts)",,,,,,
"zhu_xis_legacy vs holy_roman_empire",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for prelate infantry; if no relics, dynasty with siege)",,,,,,,,"Infantry rush, harass eco (watch for cavalry rush; if no rush, infantry with siege)",,,,,
"zhu_xis_legacy vs japanese",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for samurai; if no rush, dynasty with siege)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for cavalry rush; if no rush, mass samurai with monks)",,,,
"zhu_xis_legacy vs jeanne_darc",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for knight conversions; if no rush, dynasty with siege)",,,,,,,,,,"Fast knights rush, convert cavalry with inspiration (watch for cavalry rush; if no rush, convert with boom)",,,
"zhu_xis_legacy vs malians",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Musofadi; if no rush, dynasty with siege)",,,,,,,,,,,"Rush Musofadi warriors, harass eco (watch for cavalry rush; if no rush, mass infantry with spearmen)",,
"zhu_xis_legacy vs mongols",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Mangudai; if no rush, dynasty with cavalry)",,,,,,,,,,,,"Mangudai rush, harass eco (watch for cavalry rush; if no rush, trade with cavalry)",
"zhu_xis_legacy vs order_of_the_dragon",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for siege units; if no rush, dynasty with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for cavalry rush; if no rush, siege with knights)",
"zhu_xis_legacy vs ottomans",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Janissaries; if no early push, dynasty with siege)",,,,,,,,,,,,,,"Fast Castle with Mehmed II, gunpowder dominance with Janissaries (watch for early cavalry; if pressured, add spears)",
"zhu_xis_legacy vs rus",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for horse archers; if no rush, dynasty with siege)",,,,,,,,,,,,,,,"Horse archer rush, harass eco (watch for cavalry rush; if no rush, hunt with boyars)",
"zhu_xis_legacy vs zhu_xis_legacy",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for cavalry rush; if no rush, dynasty with siege)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for cavalry rush; if no rush, dynasty with siege)"
